"Tabela 8883 - Índice e variação da receita nominal e do volume de vendas no comércio varejista ampliado, por atividades (2022 = 100)"
"Variável - PMC - Número-índice (2022=100) (Número-índice)"
"Nível";"Cód.";"";"Atividades";"Mês";"Tipos de índice"
"Nível";"Cód.";"";"Atividades";"Mês";"Índice de receita nominal de vendas no comércio varejista ampliado";"Índice de volume de vendas no comércio varejista ampliado"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"março 2004";"54,89177";"24,27282"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"abril 2004";"44,60791";"19,72167"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"maio 2004";"48,21394";"21,36514"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"junho 2004";"56,22733";"24,27282"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"julho 2004";"49,81662";"21,61798"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"agosto 2004";"47,81327";"20,85946"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"setembro 2004";"52,48775";"23,13503"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"outubro 2004";"44,47435";"19,59525"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"novembro 2004";"52,22063";"23,00861"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"dezembro 2004";"65,84341";"29,32966"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"janeiro 2005";"41,80322";"18,45746"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"fevereiro 2005";"53,42264";"23,51429"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"março 2005";"75,72660";"33,24871"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"abril 2005";"75,59304";"33,24871"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"maio 2005";"73,05546";"32,61660"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"junho 2005";"82,00376";"36,91491"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"julho 2005";"75,59304";"34,63934"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"agosto 2005";"74,79170";"34,89218"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"setembro 2005";"75,05881";"35,52428"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"outubro 2005";"69,18232";"32,99587"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"novembro 2005";"74,65814";"36,66207"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"dezembro 2005";"116,32781";"58,02721"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"janeiro 2006";"78,79840";"39,31691"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"fevereiro 2006";"67,57964";"34,13365"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"março 2006";"85,47623";"43,36238"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"abril 2006";"75,32593";"38,68481"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"maio 2006";"89,88360";"47,02859"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"junho 2006";"86,94535";"45,76438"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"julho 2006";"82,80510";"43,99449"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"agosto 2006";"81,73664";"44,12091"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"setembro 2006";"82,80510";"44,62659"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"outubro 2006";"73,45613";"40,07544"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"novembro 2006";"80,53464";"44,62659"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"dezembro 2006";"121,00229";"68,14089"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"janeiro 2007";"78,79840";"44,50017"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"fevereiro 2007";"72,12057";"41,84533"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"março 2007";"91,48628";"54,23458"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"abril 2007";"85,34267";"50,69480"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"maio 2007";"91,21916";"55,75163"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"junho 2007";"91,35272";"56,00448"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"julho 2007";"94,29097";"59,03858"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"agosto 2007";"93,35607";"59,79710"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"setembro 2007";"89,48293";"58,28005"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"outubro 2007";"87,34602";"55,49879"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"novembro 2007";"93,08896";"61,44058"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"dezembro 2007";"143,70691";"94,68928"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"janeiro 2008";"83,60644";"55,49879"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"fevereiro 2008";"85,20912";"58,53290"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"março 2008";"97,76344";"67,63520"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"abril 2008";"93,48963";"64,22184"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"maio 2008";"103,37282";"72,43920"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"junho 2008";"109,38286";"78,12814"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"julho 2008";"108,18085";"77,36962"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"agosto 2008";"110,58487";"80,02445"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"setembro 2008";"120,46806";"87,86255"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"outubro 2008";"107,24596";"79,26593"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"novembro 2008";"100,56813";"73,57699"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"dezembro 2008";"171,21957";"128,44367"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"janeiro 2009";"87,74669";"63,96900"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"fevereiro 2009";"88,68159";"65,10678"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"março 2009";"109,24931";"79,77161"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"abril 2009";"110,58487";"82,04719"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"maio 2009";"103,23926";"76,23183"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"junho 2009";"127,01233";"95,70065"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"julho 2009";"114,32446";"84,82845"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"agosto 2009";"108,71508";"79,89803"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"setembro 2009";"116,86203";"90,26455"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"outubro 2009";"107,51307";"82,67929"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"novembro 2009";"112,32111";"86,72476"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"dezembro 2009";"172,42158";"133,62693"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"janeiro 2010";"108,58152";"84,57561"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"fevereiro 2010";"100,30101";"78,76025"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"março 2010";"138,09753";"108,08990"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"abril 2010";"119,13249";"94,56286"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"maio 2010";"121,13584";"98,22907"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"junho 2010";"145,17603";"117,82432"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"julho 2010";"126,21100";"101,01033"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"agosto 2010";"123,13919";"100,12538"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"setembro 2010";"145,17603";"119,59421"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"outubro 2010";"108,84864";"91,02308"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"novembro 2010";"122,47141";"105,18222"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"dezembro 2010";"191,25306";"169,90974"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"janeiro 2011";"105,10905";"90,89666"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"fevereiro 2011";"102,57148";"90,39097"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"março 2011";"123,53986";"112,64106"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"abril 2011";"102,97215";"93,80434"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"maio 2011";"128,48146";"120,98484"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"junho 2011";"166,67865";"158,78470"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"julho 2011";"125,00899";"117,31863"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"agosto 2011";"134,22439";"126,42094"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"setembro 2011";"133,02238";"128,57010"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"outubro 2011";"119,80028";"117,19221"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"novembro 2011";"131,95393";"131,09851"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"dezembro 2011";"229,45025";"228,94832"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"janeiro 2012";"123,80698";"120,85842"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"fevereiro 2012";"121,13584";"120,60558"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"março 2012";"144,64181";"143,48777"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"abril 2012";"124,74187";"124,90389"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"maio 2012";"139,70021";"141,84429"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"junho 2012";"128,21434";"129,45504"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"julho 2012";"129,81702";"130,71925"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"agosto 2012";"139,29954";"140,45366"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"setembro 2012";"126,21100";"128,06441"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"outubro 2012";"134,62506";"136,02893"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"novembro 2012";"128,61501";"130,08715"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"dezembro 2012";"172,02091";"176,23079"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"janeiro 2013";"129,28280";"131,35136"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"fevereiro 2013";"124,60832";"126,80020"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"março 2013";"139,16599";"140,58009"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"abril 2013";"129,81702";"131,47778"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"maio 2013";"137,96398";"141,21219"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"junho 2013";"133,15594";"138,43093"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"julho 2013";"136,76197";"141,59145"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"agosto 2013";"146,24449";"151,57871"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"setembro 2013";"143,17268";"148,54460"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"outubro 2013";"146,24449";"150,56734"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"novembro 2013";"138,09753";"144,11987"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"dezembro 2013";"174,82560";"188,49362"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"janeiro 2014";"120,73517";"126,42094"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"fevereiro 2014";"132,88883";"135,90251"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"março 2014";"129,54991";"133,50051"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"abril 2014";"120,73517";"125,40957"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"maio 2014";"133,15594";"136,28177"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"junho 2014";"123,53986";"128,06441"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"julho 2014";"125,00899";"129,70788"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"agosto 2014";"132,88883";"141,46503"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"setembro 2014";"136,36130";"143,48777"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"outubro 2014";"138,76532";"150,94660"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"novembro 2014";"137,02908";"152,21081"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"dezembro 2014";"178,03096";"202,14708"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"janeiro 2015";"134,49150";"152,96934"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"fevereiro 2015";"130,35125";"147,02755"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"março 2015";"145,44315";"162,57733"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"abril 2015";"112,85533";"128,57010"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"maio 2015";"121,00229";"135,64967"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"junho 2015";"123,94053";"137,54598"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"julho 2015";"108,84864";"123,00757"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"agosto 2015";"119,13249";"131,09851"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"setembro 2015";"118,46471";"129,58146"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"outubro 2015";"102,03725";"113,27316"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"novembro 2015";"131,55326";"143,74061"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"dezembro 2015";"152,12098";"170,03616"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"janeiro 2016";"105,77683";"114,91663"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"fevereiro 2016";"115,79358";"121,99621"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"março 2016";"146,11093";"148,54460"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"abril 2016";"108,31441";"110,11264"
"BR";"1";"Brasil";"Equipamentos e materiais para escritório, informática e comunicação";"maio 2016";"115,25935";"116,05442"
