"Tabela 8883 - Índice e variação da receita nominal e do volume de vendas no comércio varejista ampliado, por atividades (2022 = 100)"
"Variável - PMC - Número-índice (2022=100) (Número-índice)"
"Nível";"Cód.";"";"Atividades";"Mês";"Tipos de índice"
"Nível";"Cód.";"";"Atividades";"Mês";"Índice de receita nominal de vendas no comércio varejista ampliado";"Índice de volume de vendas no comércio varejista ampliado"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"março 2016";"65,23286";"87,82159"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"abril 2016";"58,59901";"78,32736"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"maio 2016";"58,75696";"78,32736"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"junho 2016";"58,75696";"78,21434"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"julho 2016";"57,33542";"76,51894"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"agosto 2016";"59,46773";"79,00552"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"setembro 2016";"56,46670";"75,38868"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"outubro 2016";"55,75593";"74,93657"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"novembro 2016";"59,15183";"79,57066"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"dezembro 2016";"62,31081";"84,09172"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"janeiro 2017";"55,91315";"75,59537"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"fevereiro 2017";"48,19694";"64,05511"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"março 2017";"62,66444";"83,37723"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"abril 2017";"51,70122";"68,85398"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"maio 2017";"61,91891";"82,62739"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"junho 2017";"60,78860";"81,16457"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"julho 2017";"60,79481";"81,26544"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"agosto 2017";"67,37233";"90,15483"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"setembro 2017";"62,06783";"83,47244"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"outubro 2017";"63,64372";"85,25621"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"novembro 2017";"64,41036";"86,60573"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"dezembro 2017";"66,84614";"89,49216"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"janeiro 2018";"66,66786";"89,24213"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"fevereiro 2018";"57,83858";"76,87741"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"março 2018";"72,75529";"96,73233"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"abril 2018";"70,44469";"93,84475"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"maio 2018";"63,39915";"84,37042"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"junho 2018";"67,47666";"89,59273"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"julho 2018";"71,24952";"94,73276"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"agosto 2018";"78,69727";"104,39224"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"setembro 2018";"69,90004";"92,68471"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"outubro 2018";"77,20677";"102,42155"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"novembro 2018";"73,33142";"97,56870"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"dezembro 2018";"72,05447";"95,93831"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"janeiro 2019";"73,05423";"97,10581"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"fevereiro 2019";"69,58695";"91,97295"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"março 2019";"72,39813";"95,41467"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"abril 2019";"75,97697";"100,30840"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"maio 2019";"79,80668";"105,43314"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"junho 2019";"74,62316";"98,50319"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"julho 2019";"84,33128";"111,38177"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"agosto 2019";"81,61810";"107,25856"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"setembro 2019";"77,83766";"102,40315"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"outubro 2019";"84,99300";"111,76681"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"novembro 2019";"78,26748";"103,66286"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"dezembro 2019";"79,39944";"105,32903"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"janeiro 2020";"80,45899";"106,71471"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"fevereiro 2020";"69,62101";"91,93490"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"março 2020";"57,41041";"75,17602"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"abril 2020";"32,45450";"41,99903"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"maio 2020";"45,93916";"59,67314"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"junho 2020";"61,21673";"79,60280"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"julho 2020";"72,04681";"93,21109"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"agosto 2020";"74,54347";"96,13251"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"setembro 2020";"78,50411";"100,73493"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"outubro 2020";"82,83012";"105,26112"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"novembro 2020";"83,47570";"104,47082"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"dezembro 2020";"86,41339";"107,80075"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"janeiro 2021";"74,13402";"90,24476"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"fevereiro 2021";"73,21462";"88,51608"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"março 2021";"80,40944";"95,46455"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"abril 2021";"82,49491";"97,41193"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"maio 2021";"87,98456";"102,85743"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"junho 2021";"90,97572";"105,81390"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"julho 2021";"95,67815";"109,99657"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"agosto 2021";"98,65894";"111,80892"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"setembro 2021";"92,95558";"103,64482"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"outubro 2021";"91,88461";"101,03722"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"novembro 2021";"98,43083";"106,34203"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"dezembro 2021";"101,71721";"108,22746"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"janeiro 2022";"87,84790";"91,75220"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"fevereiro 2022";"87,58110";"89,59647"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"março 2022";"102,08789";"103,54220"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"abril 2022";"94,62293";"95,68451"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"maio 2022";"103,59382";"103,66601"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"junho 2022";"98,83138";"98,34734"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"julho 2022";"101,20670";"100,66214"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"agosto 2022";"108,70157";"107,22329"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"setembro 2022";"103,89298";"102,44143"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"outubro 2022";"101,68565";"100,22382"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"novembro 2022";"102,02226";"100,53712"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"dezembro 2022";"107,92581";"106,32348"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"janeiro 2023";"98,15980";"95,90558"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"fevereiro 2023";"90,87444";"88,37502"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"março 2023";"117,94590";"114,70705"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"abril 2023";"96,66005";"93,77355"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"maio 2023";"108,44999";"105,23375"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"junho 2023";"117,44401";"115,84354"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"julho 2023";"112,94400";"110,56617"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"agosto 2023";"122,19139";"119,00057"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"setembro 2023";"118,04957";"115,22874"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"outubro 2023";"113,01817";"110,82738"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"novembro 2023";"119,67624";"117,65005"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"dezembro 2023";"115,76021";"114,15298"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"janeiro 2024";"108,49070";"107,28200"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"fevereiro 2024";"105,13945";"103,12697"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"março 2024";"118,91409";"116,74684"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"abril 2024";"123,08190";"121,00547"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"maio 2024";"118,75466";"116,41884"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"junho 2024";"126,24490";"124,04582"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"julho 2024";"135,33288";"133,02170"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"agosto 2024";"131,13445";"128,69138"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"setembro 2024";"127,15864";"124,75546"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"outubro 2024";"136,93226";"133,79953"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"novembro 2024";"125,59905";"122,44306"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"dezembro 2024";"124,04167";"120,72405"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"janeiro 2025";"120,64519";"116,94633"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"fevereiro 2025";"118,06575";"113,26689"
"BR";"1";"Brasil";"Veículos, motocicletas, partes e peças";"março 2025";"118,85615";"113,79314"
"BR";"1";"Brasil";"Material de construção";"janeiro 2004";"18,88614";"58,01454"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2004";"17,33884";"52,91062"
"BR";"1";"Brasil";"Material de construção";"março 2004";"21,25260";"64,30937"
"BR";"1";"Brasil";"Material de construção";"abril 2004";"19,43225";"58,35480"
"BR";"1";"Brasil";"Material de construção";"maio 2004";"20,47895";"60,56650"
"BR";"1";"Brasil";"Material de construção";"junho 2004";"20,70649";"60,73663"
"BR";"1";"Brasil";"Material de construção";"julho 2004";"22,43583";"65,07496"
"BR";"1";"Brasil";"Material de construção";"agosto 2004";"22,57235";"64,30937"
"BR";"1";"Brasil";"Material de construção";"setembro 2004";"22,11726";"62,26781"
"BR";"1";"Brasil";"Material de construção";"outubro 2004";"22,25379";"61,92755"
"BR";"1";"Brasil";"Material de construção";"novembro 2004";"23,61905";"64,73470"
"BR";"1";"Brasil";"Material de construção";"dezembro 2004";"23,71007";"64,22431"
"BR";"1";"Brasil";"Material de construção";"janeiro 2005";"21,84421";"58,69506"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2005";"18,93165";"50,61386"
"BR";"1";"Brasil";"Material de construção";"março 2005";"21,75319";"57,75935"
"BR";"1";"Brasil";"Material de construção";"abril 2005";"21,48014";"56,48337"
"BR";"1";"Brasil";"Material de construção";"maio 2005";"21,61667";"56,31324"
"BR";"1";"Brasil";"Material de construção";"junho 2005";"21,98074";"57,33402"
"BR";"1";"Brasil";"Material de construção";"julho 2005";"22,29930";"57,92948"
"BR";"1";"Brasil";"Material de construção";"agosto 2005";"23,57355";"60,82170"
"BR";"1";"Brasil";"Material de construção";"setembro 2005";"21,98074";"56,56843"
"BR";"1";"Brasil";"Material de construção";"outubro 2005";"22,57235";"57,84441"
"BR";"1";"Brasil";"Material de construção";"novembro 2005";"24,16516";"61,84248"
"BR";"1";"Brasil";"Material de construção";"dezembro 2005";"23,75558";"60,65157"
"BR";"1";"Brasil";"Material de construção";"janeiro 2006";"22,57235";"57,41908"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2006";"19,43225";"49,33788"
"BR";"1";"Brasil";"Material de construção";"março 2006";"23,25498";"58,78013"
"BR";"1";"Brasil";"Material de construção";"abril 2006";"20,20590";"51,03919"
"BR";"1";"Brasil";"Material de construção";"maio 2006";"23,20948";"58,52493"
"BR";"1";"Brasil";"Material de construção";"junho 2006";"23,75558";"59,80091"
"BR";"1";"Brasil";"Material de construção";"julho 2006";"25,66695";"64,39444"
"BR";"1";"Brasil";"Material de construção";"agosto 2006";"27,25976";"68,13731"
"BR";"1";"Brasil";"Material de construção";"setembro 2006";"25,75797";"64,22431"
"BR";"1";"Brasil";"Material de construção";"outubro 2006";"26,71365";"66,52107"
"BR";"1";"Brasil";"Material de construção";"novembro 2006";"27,53281";"68,22238"
"BR";"1";"Brasil";"Material de construção";"dezembro 2006";"24,02863";"59,20546"
"BR";"1";"Brasil";"Material de construção";"janeiro 2007";"25,16635";"62,01261"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2007";"21,25260";"52,05997"
"BR";"1";"Brasil";"Material de construção";"março 2007";"25,12084";"61,33209"
"BR";"1";"Brasil";"Material de construção";"abril 2007";"23,20948";"56,65350"
"BR";"1";"Brasil";"Material de construção";"maio 2007";"28,03341";"68,47757"
"BR";"1";"Brasil";"Material de construção";"junho 2007";"27,35077";"66,60614"
"BR";"1";"Brasil";"Material de construção";"julho 2007";"28,80705";"70,00875"
"BR";"1";"Brasil";"Material de construção";"agosto 2007";"31,03698";"75,11267"
"BR";"1";"Brasil";"Material de construção";"setembro 2007";"29,08011";"70,00875"
"BR";"1";"Brasil";"Material de construção";"outubro 2007";"32,49327";"77,66463"
"BR";"1";"Brasil";"Material de construção";"novembro 2007";"32,85734";"78,08995"
"BR";"1";"Brasil";"Material de construção";"dezembro 2007";"27,76035";"65,41522"
"BR";"1";"Brasil";"Material de construção";"janeiro 2008";"29,03460";"67,96718"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2008";"26,57712";"61,84248"
"BR";"1";"Brasil";"Material de construção";"março 2008";"27,94239";"64,73470"
"BR";"1";"Brasil";"Material de construção";"abril 2008";"29,44418";"67,71199"
"BR";"1";"Brasil";"Material de construção";"maio 2008";"31,76513";"72,73084"
"BR";"1";"Brasil";"Material de construção";"junho 2008";"32,44776";"73,15617"
"BR";"1";"Brasil";"Material de construção";"julho 2008";"37,59025";"83,53413"
"BR";"1";"Brasil";"Material de construção";"agosto 2008";"35,67888";"77,66463"
"BR";"1";"Brasil";"Material de construção";"setembro 2008";"37,45372";"79,96139"
"BR";"1";"Brasil";"Material de construção";"outubro 2008";"38,31839";"80,55685"
"BR";"1";"Brasil";"Material de construção";"novembro 2008";"35,22379";"73,32630"
"BR";"1";"Brasil";"Material de construção";"dezembro 2008";"30,58190";"63,03339"
"BR";"1";"Brasil";"Material de construção";"janeiro 2009";"28,98909";"59,46065"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2009";"26,44060";"54,01647"
"BR";"1";"Brasil";"Material de construção";"março 2009";"30,49088";"61,92755"
"BR";"1";"Brasil";"Material de construção";"abril 2009";"28,12442";"56,99376"
"BR";"1";"Brasil";"Material de construção";"maio 2009";"32,90284";"66,69120"
"BR";"1";"Brasil";"Material de construção";"junho 2009";"34,13158";"69,15810"
"BR";"1";"Brasil";"Material de construção";"julho 2009";"36,17948";"73,07110"
"BR";"1";"Brasil";"Material de construção";"agosto 2009";"36,27049";"73,07110"
"BR";"1";"Brasil";"Material de construção";"setembro 2009";"36,58906";"73,41136"
"BR";"1";"Brasil";"Material de construção";"outubro 2009";"38,40941";"76,98411"
"BR";"1";"Brasil";"Material de construção";"novembro 2009";"38,40941";"76,55878"
"BR";"1";"Brasil";"Material de construção";"dezembro 2009";"34,13158";"67,62692"
"BR";"1";"Brasil";"Material de construção";"janeiro 2010";"32,99386";"65,16003"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2010";"31,49207";"62,09768"
"BR";"1";"Brasil";"Material de construção";"março 2010";"37,90881";"74,43215"
"BR";"1";"Brasil";"Material de construção";"abril 2010";"34,90523";"68,22238"
"BR";"1";"Brasil";"Material de construção";"maio 2010";"41,09442";"80,13152"
"BR";"1";"Brasil";"Material de construção";"junho 2010";"39,54713";"76,89904"
"BR";"1";"Brasil";"Material de construção";"julho 2010";"43,36986";"83,95946"
"BR";"1";"Brasil";"Material de construção";"agosto 2010";"45,50878";"87,70233"
"BR";"1";"Brasil";"Material de construção";"setembro 2010";"44,78063";"85,91596"
"BR";"1";"Brasil";"Material de construção";"outubro 2010";"43,87046";"83,87440"
"BR";"1";"Brasil";"Material de construção";"novembro 2010";"46,60099";"88,63805"
"BR";"1";"Brasil";"Material de construção";"dezembro 2010";"41,59502";"78,68541"
"BR";"1";"Brasil";"Material de construção";"janeiro 2011";"40,18425";"75,87826"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2011";"39,36509";"74,00682"
"BR";"1";"Brasil";"Material de construção";"março 2011";"42,05011";"79,11074"
"BR";"1";"Brasil";"Material de construção";"abril 2011";"39,91120";"74,85747"
"BR";"1";"Brasil";"Material de construção";"maio 2011";"47,55667";"89,48871"
"BR";"1";"Brasil";"Material de construção";"junho 2011";"46,46446";"87,27701"
"BR";"1";"Brasil";"Material de construção";"julho 2011";"47,69320";"89,23351"
"BR";"1";"Brasil";"Material de construção";"agosto 2011";"50,24169";"93,48678"
"BR";"1";"Brasil";"Material de construção";"setembro 2011";"49,14948";"91,44521"
"BR";"1";"Brasil";"Material de construção";"outubro 2011";"48,23930";"89,57377"
"BR";"1";"Brasil";"Material de construção";"novembro 2011";"50,51474";"93,82704"
"BR";"1";"Brasil";"Material de construção";"dezembro 2011";"44,73513";"82,68348"
"BR";"1";"Brasil";"Material de construção";"janeiro 2012";"47,01056";"86,85168"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2012";"43,59741";"80,30165"
"BR";"1";"Brasil";"Material de construção";"março 2012";"50,19618";"92,46599"
"BR";"1";"Brasil";"Material de construção";"abril 2012";"46,00937";"84,63998"
"BR";"1";"Brasil";"Material de construção";"maio 2012";"50,83330";"93,31664"
"BR";"1";"Brasil";"Material de construção";"junho 2012";"47,78421";"87,70233"
"BR";"1";"Brasil";"Material de construção";"julho 2012";"51,42492";"94,16730"
"BR";"1";"Brasil";"Material de construção";"agosto 2012";"55,42969";"101,48291"
"BR";"1";"Brasil";"Material de construção";"setembro 2012";"50,37821";"91,95560"
"BR";"1";"Brasil";"Material de construção";"outubro 2012";"55,61172";"101,65305"
"BR";"1";"Brasil";"Material de construção";"novembro 2012";"54,29197";"99,10109"
"BR";"1";"Brasil";"Material de construção";"dezembro 2012";"48,73990";"88,55299"
"BR";"1";"Brasil";"Material de construção";"janeiro 2013";"53,19976";"96,37900"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2013";"46,60099";"83,87440"
"BR";"1";"Brasil";"Material de construção";"março 2013";"51,65246";"92,46599"
"BR";"1";"Brasil";"Material de construção";"abril 2013";"55,15664";"98,42056"
"BR";"1";"Brasil";"Material de construção";"maio 2013";"55,29316";"97,91017"
"BR";"1";"Brasil";"Material de construção";"junho 2013";"51,97102";"91,95560"
"BR";"1";"Brasil";"Material de construção";"julho 2013";"58,84285";"104,03487"
"BR";"1";"Brasil";"Material de construção";"agosto 2013";"59,66200";"105,56605"
"BR";"1";"Brasil";"Material de construção";"setembro 2013";"57,61411";"101,48291"
"BR";"1";"Brasil";"Material de construção";"outubro 2013";"62,48355";"108,71347"
"BR";"1";"Brasil";"Material de construção";"novembro 2013";"60,20811";"104,20500"
"BR";"1";"Brasil";"Material de construção";"dezembro 2013";"54,38299";"93,48678"
"BR";"1";"Brasil";"Material de construção";"janeiro 2014";"58,84285";"100,63226"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2014";"57,43207";"97,91017"
"BR";"1";"Brasil";"Material de construção";"março 2014";"55,38418";"93,65691"
"BR";"1";"Brasil";"Material de construção";"abril 2014";"55,15664";"92,72119"
"BR";"1";"Brasil";"Material de construção";"maio 2014";"59,57099";"99,69654"
"BR";"1";"Brasil";"Material de construção";"junho 2014";"52,60814";"87,70233"
"BR";"1";"Brasil";"Material de construção";"julho 2014";"60,61769";"100,63226"
"BR";"1";"Brasil";"Material de construção";"agosto 2014";"59,93506";"99,52641"
"BR";"1";"Brasil";"Material de construção";"setembro 2014";"61,20930";"101,39785"
"BR";"1";"Brasil";"Material de construção";"outubro 2014";"65,76018";"108,45827"
"BR";"1";"Brasil";"Material de construção";"novembro 2014";"61,52786";"101,73811"
"BR";"1";"Brasil";"Material de construção";"dezembro 2014";"57,38657";"94,42249"
"BR";"1";"Brasil";"Material de construção";"janeiro 2015";"59,84404";"97,82511"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2015";"52,47162";"85,32051"
"BR";"1";"Brasil";"Material de construção";"março 2015";"59,52548";"96,37900"
"BR";"1";"Brasil";"Material de construção";"abril 2015";"55,56621";"88,89325"
"BR";"1";"Brasil";"Material de construção";"maio 2015";"55,56621";"88,38286"
"BR";"1";"Brasil";"Material de construção";"junho 2015";"56,02130";"88,89325"
"BR";"1";"Brasil";"Material de construção";"julho 2015";"59,11590";"93,48678"
"BR";"1";"Brasil";"Material de construção";"agosto 2015";"57,25004";"90,33936"
"BR";"1";"Brasil";"Material de construção";"setembro 2015";"55,97579";"88,55299"
"BR";"1";"Brasil";"Material de construção";"outubro 2015";"57,93267";"91,36014"
"BR";"1";"Brasil";"Material de construção";"novembro 2015";"56,11232";"87,87247"
"BR";"1";"Brasil";"Material de construção";"dezembro 2015";"52,79018";"82,59842"
"BR";"1";"Brasil";"Material de construção";"janeiro 2016";"51,24288";"80,21659"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2016";"48,83092";"75,87826"
"BR";"1";"Brasil";"Material de construção";"março 2016";"53,06323";"82,17309"
"BR";"1";"Brasil";"Material de construção";"abril 2016";"50,01414";"77,32437"
"BR";"1";"Brasil";"Material de construção";"maio 2016";"50,96983";"79,02567"
"BR";"1";"Brasil";"Material de construção";"junho 2016";"51,92551";"80,38672"
"BR";"1";"Brasil";"Material de construção";"julho 2016";"52,79018";"81,74776"
"BR";"1";"Brasil";"Material de construção";"agosto 2016";"54,24646";"84,12959"
"BR";"1";"Brasil";"Material de construção";"setembro 2016";"51,19737";"79,11074"
"BR";"1";"Brasil";"Material de construção";"outubro 2016";"50,92432";"79,02567"
"BR";"1";"Brasil";"Material de construção";"novembro 2016";"54,01892";"84,12959"
"BR";"1";"Brasil";"Material de construção";"dezembro 2016";"51,97102";"81,23737"
"BR";"1";"Brasil";"Material de construção";"janeiro 2017";"54,47214";"83,95994"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2017";"48,27830";"74,39680"
"BR";"1";"Brasil";"Material de construção";"março 2017";"58,54859";"90,09673"
"BR";"1";"Brasil";"Material de construção";"abril 2017";"49,59172";"76,26052"
"BR";"1";"Brasil";"Material de construção";"maio 2017";"56,21834";"86,52867"
"BR";"1";"Brasil";"Material de construção";"junho 2017";"55,35897";"85,75238"
"BR";"1";"Brasil";"Material de construção";"julho 2017";"58,71986";"90,73581"
"BR";"1";"Brasil";"Material de construção";"agosto 2017";"61,69652";"95,10675"
"BR";"1";"Brasil";"Material de construção";"setembro 2017";"59,31964";"91,41018"
"BR";"1";"Brasil";"Material de construção";"outubro 2017";"60,86578";"93,70506"
"BR";"1";"Brasil";"Material de construção";"novembro 2017";"63,05737";"96,42770"
"BR";"1";"Brasil";"Material de construção";"dezembro 2017";"57,75061";"88,37524"
"BR";"1";"Brasil";"Material de construção";"janeiro 2018";"59,25291";"90,18867"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2018";"51,77462";"78,79720"
"BR";"1";"Brasil";"Material de construção";"março 2018";"58,64493";"88,77357"
"BR";"1";"Brasil";"Material de construção";"abril 2018";"58,25440";"88,16688"
"BR";"1";"Brasil";"Material de construção";"maio 2018";"56,14302";"84,90269"
"BR";"1";"Brasil";"Material de construção";"junho 2018";"60,23665";"90,52110"
"BR";"1";"Brasil";"Material de construção";"julho 2018";"62,15750";"92,63032"
"BR";"1";"Brasil";"Material de construção";"agosto 2018";"67,86385";"100,71066"
"BR";"1";"Brasil";"Material de construção";"setembro 2018";"60,78415";"89,93510"
"BR";"1";"Brasil";"Material de construção";"outubro 2018";"67,53078";"99,90402"
"BR";"1";"Brasil";"Material de construção";"novembro 2018";"66,22448";"97,70535"
"BR";"1";"Brasil";"Material de construção";"dezembro 2018";"59,57659";"87,84775"
"BR";"1";"Brasil";"Material de construção";"janeiro 2019";"62,73099";"92,17268"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2019";"59,03270";"86,29344"
"BR";"1";"Brasil";"Material de construção";"março 2019";"60,65641";"88,45189"
"BR";"1";"Brasil";"Material de construção";"abril 2019";"63,32871";"91,83670"
"BR";"1";"Brasil";"Material de construção";"maio 2019";"65,76770";"94,94688"
"BR";"1";"Brasil";"Material de construção";"junho 2019";"60,79266";"87,56243"
"BR";"1";"Brasil";"Material de construção";"julho 2019";"69,65282";"100,12973"
"BR";"1";"Brasil";"Material de construção";"agosto 2019";"69,35266";"99,20903"
"BR";"1";"Brasil";"Material de construção";"setembro 2019";"66,23196";"95,12265"
"BR";"1";"Brasil";"Material de construção";"outubro 2019";"73,95335";"106,44335"
"BR";"1";"Brasil";"Material de construção";"novembro 2019";"70,85267";"101,99227"
"BR";"1";"Brasil";"Material de construção";"dezembro 2019";"63,89469";"92,13529"
"BR";"1";"Brasil";"Material de construção";"janeiro 2020";"66,28909";"94,31771"
"BR";"1";"Brasil";"Material de construção";"fevereiro 2020";"59,45831";"84,62698"
"BR";"1";"Brasil";"Material de construção";"março 2020";"57,11104";"81,79840"
"BR";"1";"Brasil";"Material de construção";"abril 2020";"50,51015";"72,45887"
"BR";"1";"Brasil";"Material de construção";"maio 2020";"63,07045";"90,02377"
"BR";"1";"Brasil";"Material de construção";"junho 2020";"75,19974";"107,35784"
"BR";"1";"Brasil";"Material de construção";"julho 2020";"86,38040";"122,95543"
